Name,Species,Type,Gender,Origin,Status,location,Image,Character URL
Lighthouse Keeper,Alien,Cat-Person,Male,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",Dead,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",https://rickandmortyapi.com/api/character/avatar/202.jpeg,https://rickandmortyapi.com/api/character/202
Lil B,Alien,Snail alien,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/203.jpeg,https://rickandmortyapi.com/api/character/203
Lisa,Alien,,Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Immortality Field Resort', 'url': 'https://rickandmortyapi.com/api/location/7'}",https://rickandmortyapi.com/api/character/avatar/204.jpeg,https://rickandmortyapi.com/api/character/204
Little Dipper,Humanoid,Tinymouth,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/205.jpeg,https://rickandmortyapi.com/api/character/205
Lizard Morty,Humanoid,Lizard-Person,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/206.jpeg,https://rickandmortyapi.com/api/character/206
Loggins,Alien,Alligator-Person,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/207.jpeg,https://rickandmortyapi.com/api/character/207
Logic,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/208.jpeg,https://rickandmortyapi.com/api/character/208
Long Sleeved Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/209.jpeg,https://rickandmortyapi.com/api/character/209
Lucy,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/210.jpeg,https://rickandmortyapi.com/api/character/210
Ma-Sha,Alien,Gazorpian,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",Alive,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",https://rickandmortyapi.com/api/character/avatar/211.jpeg,https://rickandmortyapi.com/api/character/211
Magma-Q,Alien,Alphabetrian,Male,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",Dead,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/212.jpeg,https://rickandmortyapi.com/api/character/212
Magnesium-J,Alien,Alphabetrian,Male,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",Alive,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/213.jpeg,https://rickandmortyapi.com/api/character/213
Man Painted Silver Who Makes Robot Noises,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/214.jpeg,https://rickandmortyapi.com/api/character/214
Maximums Rickimus,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/215.jpeg,https://rickandmortyapi.com/api/character/215
MC Haps,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/216.jpeg,https://rickandmortyapi.com/api/character/216
Mechanical Morty,Robot,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/217.jpeg,https://rickandmortyapi.com/api/character/217
Mechanical Rick,Robot,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/218.jpeg,https://rickandmortyapi.com/api/character/218
Mechanical Summer,Robot,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/219.jpeg,https://rickandmortyapi.com/api/character/219
Mega Fruit Farmer Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/220.jpeg,https://rickandmortyapi.com/api/character/220
Melissa,Humanoid,Monster,Female,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",Alive,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/221.jpeg,https://rickandmortyapi.com/api/character/221
Michael Denny and the Denny Singers,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/222.jpeg,https://rickandmortyapi.com/api/character/222
Michael Jenkins,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/223.jpeg,https://rickandmortyapi.com/api/character/223
Michael McLick,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/224.jpeg,https://rickandmortyapi.com/api/character/224
Michael Thompson,Humanoid,Conjoined twin,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/225.jpeg,https://rickandmortyapi.com/api/character/225
Million Ants,Animal,Sentient ant colony,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/226.jpeg,https://rickandmortyapi.com/api/character/226
Mitch,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/227.jpeg,https://rickandmortyapi.com/api/character/227
Mohawk Guy,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Dead,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/228.jpeg,https://rickandmortyapi.com/api/character/228
Morty Mart Manager Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/229.jpeg,https://rickandmortyapi.com/api/character/229
Morty Jr.,Humanoid,Human Gazorpian,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/230.jpeg,https://rickandmortyapi.com/api/character/230
Morty Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/231.jpeg,https://rickandmortyapi.com/api/character/231
Morty K-22,Human,,Male,"{'name': 'Earth (K-22)', 'url': 'https://rickandmortyapi.com/api/location/52'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/233.jpeg,https://rickandmortyapi.com/api/character/233
Mortytown Loco,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/235.jpeg,https://rickandmortyapi.com/api/character/235
Mr. Beauregard,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/236.jpeg,https://rickandmortyapi.com/api/character/236
Mr. Benson,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/237.jpeg,https://rickandmortyapi.com/api/character/237
Mr. Booby Buyer,Animal,Boobie buyer reptilian,Male,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",Alive,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",https://rickandmortyapi.com/api/character/avatar/238.jpeg,https://rickandmortyapi.com/api/character/238
Mr. Goldenfold,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/240.jpeg,https://rickandmortyapi.com/api/character/240
Mr. Marklovitz,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/241.jpeg,https://rickandmortyapi.com/api/character/241
Mr. Meeseeks,Humanoid,Meeseeks,Male,"{'name': 'Mr. Meeseeks Box', 'url': 'https://rickandmortyapi.com/api/location/53'}",unknown,"{'name': 'Blips and Chitz', 'url': 'https://rickandmortyapi.com/api/location/67'}",https://rickandmortyapi.com/api/character/avatar/242.jpeg,https://rickandmortyapi.com/api/character/242
Mr. Needful,Humanoid,The Devil,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/243.jpeg,https://rickandmortyapi.com/api/character/243
Mr. Poopybutthole,Poopybutthole,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/244.jpeg,https://rickandmortyapi.com/api/character/244
Mrs. Lipkip,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/245.jpeg,https://rickandmortyapi.com/api/character/245
Mrs. Pancakes,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/246.jpeg,https://rickandmortyapi.com/api/character/246
Mrs. Poopybutthole,Poopybutthole,,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/247.jpeg,https://rickandmortyapi.com/api/character/247
Mrs. Refrigerator,Alien,"Parasite, Refrigerator",Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/248.jpeg,https://rickandmortyapi.com/api/character/248
Mrs. Sanchez,Human,,Female,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/249.jpeg,https://rickandmortyapi.com/api/character/249
Mrs. Sullivan,Human,Cat controlled dead lady,Female,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",Dead,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/250.jpeg,https://rickandmortyapi.com/api/character/250
Nancy,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/251.jpeg,https://rickandmortyapi.com/api/character/251
Noob-Noob,Poopybutthole,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': ""Vindicator's Base"", 'url': 'https://rickandmortyapi.com/api/location/54'}",https://rickandmortyapi.com/api/character/avatar/252.jpeg,https://rickandmortyapi.com/api/character/252
Numbericon,Alien,Numbericon,unknown,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/253.jpeg,https://rickandmortyapi.com/api/character/253
Octopus Man,Humanoid,Octopus-Person,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/254.jpeg,https://rickandmortyapi.com/api/character/254
Orthodox Jew,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/255.jpeg,https://rickandmortyapi.com/api/character/255
Pat Gueterman,Robot,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/256.jpeg,https://rickandmortyapi.com/api/character/256
Paul Fleishman,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Jerryboree', 'url': 'https://rickandmortyapi.com/api/location/44'}",https://rickandmortyapi.com/api/character/avatar/257.jpeg,https://rickandmortyapi.com/api/character/257
Pawnshop Clerk,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Pawn Shop Planet', 'url': 'https://rickandmortyapi.com/api/location/55'}",https://rickandmortyapi.com/api/character/avatar/258.jpeg,https://rickandmortyapi.com/api/character/258
Pencilvester,Alien,"Parasite, Pencil",Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/259.jpeg,https://rickandmortyapi.com/api/character/259
Phillip Jacobs,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/260.jpeg,https://rickandmortyapi.com/api/character/260
Photography Cyborg,Robot,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/261.jpeg,https://rickandmortyapi.com/api/character/261
Photography Raptor,Alien,"Parasite, Dinosaur",unknown,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/262.jpeg,https://rickandmortyapi.com/api/character/262
Pibbles Bodyguard,Alien,Hairy alien,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/263.jpeg,https://rickandmortyapi.com/api/character/263
Pichael Thompson,Humanoid,Conjoined twin,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/264.jpeg,https://rickandmortyapi.com/api/character/264
Pickle Rick,unknown,Pickle,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/265.jpeg,https://rickandmortyapi.com/api/character/265
Piece of Toast,unknown,Bread,Genderless,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/266.jpeg,https://rickandmortyapi.com/api/character/266
Plumber Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/267.jpeg,https://rickandmortyapi.com/api/character/267
Poncho,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/268.jpeg,https://rickandmortyapi.com/api/character/268
Presidentress of The Mega Gargantuans,Humanoid,Mega Gargantuan,Female,"{'name': 'Mega Gargantuan Kingdom', 'url': 'https://rickandmortyapi.com/api/location/56'}",Alive,"{'name': 'Mega Gargantuan Kingdom', 'url': 'https://rickandmortyapi.com/api/location/56'}",https://rickandmortyapi.com/api/character/avatar/269.jpeg,https://rickandmortyapi.com/api/character/269
Prince Nebulon,Alien,Zigerion,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': ""Zigerion's Base"", 'url': 'https://rickandmortyapi.com/api/location/46'}",https://rickandmortyapi.com/api/character/avatar/270.jpeg,https://rickandmortyapi.com/api/character/270
Principal Vagina,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/272.jpeg,https://rickandmortyapi.com/api/character/272
Purge Planet Ruler,Alien,Cat-Person,Male,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",Dead,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",https://rickandmortyapi.com/api/character/avatar/273.jpeg,https://rickandmortyapi.com/api/character/273
Quantum Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/274.jpeg,https://rickandmortyapi.com/api/character/274
Randy Dicknose,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/275.jpeg,https://rickandmortyapi.com/api/character/275
Rat Boss,Animal,Rat,unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/276.jpeg,https://rickandmortyapi.com/api/character/276
Real Fake Doors Salesman,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/277.jpeg,https://rickandmortyapi.com/api/character/277
Regional Manager Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/278.jpeg,https://rickandmortyapi.com/api/character/278
Regular Legs,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/279.jpeg,https://rickandmortyapi.com/api/character/279
Reverse Giraffe,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/280.jpeg,https://rickandmortyapi.com/api/character/280
Reverse Rick Outrage,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/281.jpeg,https://rickandmortyapi.com/api/character/281
Revolio Clockberg Jr.,Alien,Gear-Person,Male,"{'name': 'Gear World', 'url': 'https://rickandmortyapi.com/api/location/57'}",unknown,"{'name': 'Gear World', 'url': 'https://rickandmortyapi.com/api/location/57'}",https://rickandmortyapi.com/api/character/avatar/282.jpeg,https://rickandmortyapi.com/api/character/282
Rick D. Sanchez III,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/283.jpeg,https://rickandmortyapi.com/api/character/283
Rick Guilt Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/284.jpeg,https://rickandmortyapi.com/api/character/284
Rick Prime,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/285.jpeg,https://rickandmortyapi.com/api/character/285
Rick D-99,Human,,Male,"{'name': 'Earth (D-99)', 'url': 'https://rickandmortyapi.com/api/location/58'}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/286.jpeg,https://rickandmortyapi.com/api/character/286
Rick D716,Human,,Male,"{'name': 'Earth (D716)', 'url': 'https://rickandmortyapi.com/api/location/59'}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/287.jpeg,https://rickandmortyapi.com/api/character/287
Rick D716-B,Human,,Male,"{'name': 'Earth (D716-B)', 'url': 'https://rickandmortyapi.com/api/location/60'}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/288.jpeg,https://rickandmortyapi.com/api/character/288
Rick D716-C,Human,,Male,"{'name': 'Earth (D716-C)', 'url': 'https://rickandmortyapi.com/api/location/61'}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/289.jpeg,https://rickandmortyapi.com/api/character/289
Rick J-22,Human,,Male,"{'name': 'Earth (J-22)', 'url': 'https://rickandmortyapi.com/api/location/62'}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/291.jpeg,https://rickandmortyapi.com/api/character/291
Rick K-22,Human,,Male,"{'name': 'Earth (K-22)', 'url': 'https://rickandmortyapi.com/api/location/52'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/292.jpeg,https://rickandmortyapi.com/api/character/292
Ricktiminus Sancheziminius,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/294.jpeg,https://rickandmortyapi.com/api/character/294
Riq IV,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/295.jpeg,https://rickandmortyapi.com/api/character/295
Risotto Groupon,Alien,Blue ape alien,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",Dead,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/296.jpeg,https://rickandmortyapi.com/api/character/296
Risotto's Tentacled Henchman,Alien,Tentacle alien,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",Dead,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/297.jpeg,https://rickandmortyapi.com/api/character/297
Robot Morty,Robot,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/298.jpeg,https://rickandmortyapi.com/api/character/298
Robot Rick,Robot,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/299.jpeg,https://rickandmortyapi.com/api/character/299
Roger,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Dead,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/300.jpeg,https://rickandmortyapi.com/api/character/300
Ron Benson,Humanoid,Ring-nippled alien,Male,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",Alive,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/301.jpeg,https://rickandmortyapi.com/api/character/301
Ruben,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Dead,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/302.jpeg,https://rickandmortyapi.com/api/character/302
Samantha,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/303.jpeg,https://rickandmortyapi.com/api/character/303
